id_aluno;num_materiais;fitness_total;cobertura;dificuldade;tempo;balanceamento;estilo;sequencia
1;1;1041.2500;40.0000;1000.0000;0.0000;0.0000;1.2500;21
100;2;1041.6250;40.0000;1000.0000;0.0000;0.0000;1.6250;21 23
101;4;1042.8125;40.0000;1000.0000;0.0000;0.0000;2.8125;5 15 21 27
102;1;1042.2500;40.0000;1000.0000;0.0000;0.0000;2.2500;23
106;2;1042.3750;40.0000;1000.0000;0.0000;0.0000;2.3750;10 21
107;4;1041.5625;40.0000;1000.0000;0.0000;0.0000;1.5625;0 14 21 24
110;3;1042.3333;40.0000;1000.0000;0.0000;0.0000;2.3333;0 15 27
111;6;1041.9167;40.0000;1000.0000;0.0000;0.0000;1.9167;0 7 11 17 19 24
112;1;1042.0000;40.0000;1000.0000;0.0000;0.0000;2.0000;12
113;3;1041.9167;40.0000;1000.0000;0.0000;0.0000;1.9167;9 13 21
114;5;1041.2500;40.0000;1000.0000;0.0000;0.0000;1.2500;2 3 4 20 26
117;4;1041.9375;40.0000;1000.0000;0.0000;0.0000;1.9375;10 14 19 21
118;2;1042.0000;40.0000;1000.0000;0.0000;0.0000;2.0000;8 21
120;4;1041.4375;40.0000;1000.0000;0.0000;0.0000;1.4375;14 21 23 30
121;1;1041.7500;40.0000;1000.0000;0.0000;0.0000;1.7500;14
123;4;1042.2500;40.0000;1000.0000;0.0000;0.0000;2.2500;0 14 15 27
124;1;1041.0000;40.0000;1000.0000;0.0000;0.0000;1.0000;23
125;6;1041.9167;40.0000;1000.0000;0.0000;0.0000;1.9167;0 7 8 21 23 24
126;3;1042.5000;40.0000;1000.0000;0.0000;0.0000;2.5000;10 21 23
127;2;1042.1250;40.0000;1000.0000;0.0000;0.0000;2.1250;10 21
130;4;1042.0625;40.0000;1000.0000;0.0000;0.0000;2.0625;10 12 14 21
15;4;1042.5625;40.0000;1000.0000;0.0000;0.0000;2.5625;7 10 14 21
18;8;1042.8438;40.0000;1000.0000;0.0000;0.0000;2.8438;1 10 14 15 20 21 23 27
19;4;1042.1875;40.0000;1000.0000;0.0000;0.0000;2.1875;10 14 21 24
2;1;1041.5000;40.0000;1000.0000;0.0000;0.0000;1.5000;14
21;4;1042.3750;40.0000;1000.0000;0.0000;0.0000;2.3750;10 12 14 24
