id_aluno;num_materiais;fitness_total;cobertura;dificuldade;tempo;balanceamento;estilo;sequencia
1;3;1041.8333;40.0000;1000.0000;0.0000;0.0000;1.8333;9 15 27
100;2;1041.6250;40.0000;1000.0000;0.0000;0.0000;1.6250;21 23
101;4;1042.8125;40.0000;1000.0000;0.0000;0.0000;2.8125;15 20 21 27
102;4;1042.5625;40.0000;1000.0000;0.0000;0.0000;2.5625;15 21 27 30
106;4;1042.7500;40.0000;1000.0000;0.0000;0.0000;2.7500;10 14 15 27
107;5;1041.6000;40.0000;1000.0000;0.0000;0.0000;1.6000;7 14 17 21 24
110;4;1042.3750;40.0000;1000.0000;0.0000;0.0000;2.3750;7 14 15 27
111;8;1041.9062;40.0000;1000.0000;0.0000;0.0000;1.9062;0 7 8 17 19 21 24 27
112;1;1042.0000;40.0000;1000.0000;0.0000;0.0000;2.0000;12
113;1;1041.0000;40.0000;1000.0000;0.0000;0.0000;1.0000;23
114;5;1041.2500;40.0000;1000.0000;0.0000;0.0000;1.2500;1 18 22 25 28
117;4;1041.8125;40.0000;1000.0000;0.0000;0.0000;1.8125;10 12 14 21
118;1;1041.5000;40.0000;1000.0000;0.0000;0.0000;1.5000;23
120;8;1041.4375;40.0000;1000.0000;0.0000;0.0000;1.4375;0 7 12 15 19 21 23 24
121;1;1041.7500;40.0000;1000.0000;0.0000;0.0000;1.7500;14
123;1;1041.7500;40.0000;1000.0000;0.0000;0.0000;1.7500;21
124;4;1042.1875;40.0000;1000.0000;0.0000;0.0000;2.1875;15 21 22 27
125;6;1041.9167;40.0000;1000.0000;0.0000;0.0000;1.9167;7 8 12 21 23 24
126;5;1042.8000;40.0000;1000.0000;0.0000;0.0000;2.8000;10 14 15 23 24
127;3;1042.5000;40.0000;1000.0000;0.0000;0.0000;2.5000;0 10 14
130;4;1042.0625;40.0000;1000.0000;0.0000;0.0000;2.0625;10 12 14 21
15;2;1042.2500;40.0000;1000.0000;0.0000;0.0000;2.2500;10 23
18;6;1042.7500;40.0000;1000.0000;0.0000;0.0000;2.7500;10 11 14 15 21 23
19;4;1042.1875;40.0000;1000.0000;0.0000;0.0000;2.1875;0 10 14 21
2;1;1041.5000;40.0000;1000.0000;0.0000;0.0000;1.5000;14
21;4;1042.3750;40.0000;1000.0000;0.0000;0.0000;2.3750;10 12 14 19
23;3;1041.9167;40.0000;1000.0000;0.0000;0.0000;1.9167;14 21 23
24;4;1042.4375;40.0000;1000.0000;0.0000;0.0000;2.4375;10 14 19 21
27;1;1041.5000;40.0000;1000.0000;0.0000;0.0000;1.5000;12
28;1;1042.0000;40.0000;1000.0000;0.0000;0.0000;2.0000;21
29;2;1042.1250;40.0000;1000.0000;0.0000;0.0000;2.1250;14 21
3;4;1042.3125;40.0000;1000.0000;0.0000;0.0000;2.3125;10 14 21 23
31;5;1041.6000;40.0000;1000.0000;0.0000;0.0000;1.6000;15 21 27 29 30
32;2;1042.1250;40.0000;1000.0000;0.0000;0.0000;2.1250;14 21
33;8;1041.9688;40.0000;1000.0000;0.0000;0.0000;1.9688;0 7 8 12 14 21 24 27
34;4;1041.6875;40.0000;1000.0000;0.0000;0.0000;1.6875;0 7 14 21
35;1;1041.5000;40.0000;1000.0000;0.0000;0.0000;1.5000;12
36;1;1041.5000;40.0000;1000.0000;0.0000;0.0000;1.5000;23
37;3;1042.4167;40.0000;1000.0000;0.0000;0.0000;2.4167;0 10 21
41;1;1041.2500;40.0000;1000.0000;0.0000;0.0000;1.2500;21
42;9;1041.3333;40.0000;1000.0000;0.0000;0.0000;1.3333;0 7 8 14 15 17 19 21 24
45;1;1042.0000;40.0000;1000.0000;0.0000;0.0000;2.0000;14
46;5;1041.5000;40.0000;1000.0000;0.0000;0.0000;1.5000;9 12 13 26 28
48;8;1042.6875;40.0000;1000.0000;0.0000;0.0000;2.6875;0 8 10 14 17 19 21 24
49;2;1041.7500;40.0000;1000.0000;0.0000;0.0000;1.7500;10 12
5;4;1041.9375;40.0000;1000.0000;0.0000;0.0000;1.9375;10 12 14 21
53;2;1042.1250;40.0000;1000.0000;0.0000;0.0000;2.1250;21 23
54;8;1042.4062;40.0000;1000.0000;0.0000;0.0000;2.4062;0 7 10 14 15 21 23 27
56;9;1042.1111;40.0000;1000.0000;0.0000;0.0000;2.1111;7 10 12 14 17 19 21 23 24
57;2;1042.6250;40.0000;1000.0000;0.0000;0.0000;2.6250;6 21
58;3;1041.5833;40.0000;1000.0000;0.0000;0.0000;1.5833;14 21 23
59;1;1041.2500;40.0000;1000.0000;0.0000;0.0000;1.2500;21
6;2;1042.1250;40.0000;1000.0000;0.0000;0.0000;2.1250;14 21
