id_aluno;num_materiais;fitness_total;cobertura;dificuldade;tempo;balanceamento;estilo;sequencia
1;3;42.6000;34.0000;1.6667;0.0000;5.1000;1.8333;11 22 36
100;7;49.8852;34.0000;2.6667;0.8400;10.2000;2.1786;7 11 19 23 26 28 36
101;4;44.4658;34.0000;2.0000;0.6783;5.1000;2.6875;13 19 26 28
102;4;43.6042;34.0000;1.0000;0.6917;5.1000;2.8125;7 19 26 38
106;3;43.4950;34.0000;1.0000;0.4783;5.1000;2.9167;1 26 30
107;4;45.3208;34.0000;2.0833;0.0000;6.8000;2.4375;1 23 26 28
110;4;42.6625;34.0000;0.5000;0.0000;5.1000;3.0625;8 19 26 38
111;6;50.9417;34.0000;2.1250;0.0000;11.9000;2.9167;1 7 11 19 28 36
112;2;43.8500;34.0000;2.5000;0.0000;5.1000;2.2500;3 38
113;4;42.4475;34.0000;0.8333;0.5767;5.1000;1.9375;7 19 26 33
114;4;43.6442;34.0000;2.3333;0.0233;5.1000;2.1875;13 19 26 29
117;4;44.1792;34.0000;1.3333;1.1833;5.1000;2.5625;14 19 26 28
118;4;44.9192;34.0000;2.3333;1.2983;5.1000;2.1875;11 23 26 28
120;8;60.2143;34.0000;1.9643;9.0250;13.6000;1.6250;1 7 11 19 23 26 28 36
121;4;41.8292;34.0000;0.6667;0.0000;5.1000;2.0625;13 18 26 30
123;4;42.8083;34.0000;1.3333;0.0000;5.1000;2.3750;12 21 26 28
124;5;44.4267;34.0000;1.7500;0.1267;6.8000;1.7500;11 19 23 26 36
125;8;60.6071;34.0000;1.8571;9.0250;13.6000;2.1250;1 7 11 19 23 26 28 36
126;7;52.1114;34.0000;4.0000;0.8400;10.2000;3.0714;7 11 19 23 26 28 36
127;4;42.8083;34.0000;1.3333;0.0000;5.1000;2.3750;11 19 26 30
130;5;46.4000;34.0000;2.7500;0.0000;6.8000;2.8500;11 22 26 28 36
15;4;44.5308;34.0000;1.6667;0.5767;5.1000;3.1875;7 19 26 33
18;8;61.4821;34.0000;1.8571;9.0250;13.6000;3.0000;1 7 11 19 23 26 28 36
19;4;44.0792;34.0000;2.1667;0.0000;5.1000;2.8125;7 19 26 36
2;4;42.3083;34.0000;1.3333;0.0000;5.1000;1.8750;13 23 26 33
21;4;42.1833;34.0000;0.3333;0.0000;5.1000;2.7500;11 20 26 36
23;7;49.6471;34.0000;2.0000;0.8400;10.2000;2.6071;7 11 19 23 26 28 36
24;4;44.9142;34.0000;1.6667;0.7100;5.1000;3.4375;7 19 26 32
27;2;41.2250;34.0000;0.0000;0.0000;5.1000;2.1250;5 30
28;4;42.8917;34.0000;1.1667;0.0000;5.1000;2.6250;7 21 26 30
29;4;42.1208;34.0000;0.3333;0.0000;5.1000;2.6875;13 20 26 36
3;7;51.1471;34.0000;3.0000;0.8400;10.2000;3.1071;7 11 19 23 26 28 36
31;7;49.8495;34.0000;2.6667;0.8400;10.2000;2.1429;7 11 19 23 26 28 36
32;4;44.5433;34.0000;2.3333;0.1100;5.1000;3.0000;16 19 26 30
33;7;49.0021;34.0000;1.6667;0.7783;10.2000;2.3571;7 11 19 26 28 36 37
34;4;43.8225;34.0000;2.3333;0.5767;5.1000;1.8125;7 19 26 33
35;3;41.2667;34.0000;0.5000;0.0000;5.1000;1.6667;14 18 31
36;3;43.3833;34.0000;1.0000;0.0000;6.8000;1.5833;1 19 28
37;4;43.7458;34.0000;1.8333;0.0000;5.1000;2.8125;7 19 26 36
41;4;41.6208;34.0000;0.3333;0.0000;5.1000;2.1875;14 19 26 33
42;7;51.2521;34.0000;4.1667;0.7783;10.2000;2.1071;7 11 19 26 28 36 37
45;3;41.6833;34.0000;0.3333;0.0000;5.1000;2.2500;8 24 30
46;3;43.4650;34.0000;2.3333;0.0317;5.1000;2.0000;13 19 33
48;7;50.2717;34.0000;2.3333;0.7383;10.2000;3.0000;7 11 19 26 28 34 36
49;3;41.2667;34.0000;0.3333;0.0000;5.1000;1.8333;14 22 31
5;5;45.0083;34.0000;1.0000;0.5583;6.8000;2.6500;7 11 20 26 32
53;7;51.7543;34.0000;4.0000;0.8400;10.2000;2.7143;7 11 19 23 26 28 36
54;8;60.2768;34.0000;1.2143;9.0250;13.6000;2.4375;1 7 11 19 23 26 28 36
56;8;61.2196;34.0000;2.0000;8.9633;13.6000;2.6562;1 7 11 19 26 28 36 37
57;4;45.7667;34.0000;3.6667;0.0000;5.1000;3.0000;11 19 26 28
58;7;49.0519;34.0000;1.8333;0.8400;10.2000;2.1786;7 11 19 23 26 28 36
59;4;41.8292;34.0000;0.6667;0.0000;5.1000;2.0625;13 19 26 30
6;4;43.3708;34.0000;1.3333;0.0000;5.1000;2.9375;12 19 26 33
61;4;43.6833;34.0000;1.3333;0.0000;5.1000;3.2500;11 19 26 28
62;5;45.8450;34.0000;1.7500;0.3450;6.8000;2.9500;8 21 26 28 36
