id_aluno;num_materiais;fitness_total;cobertura;dificuldade;tempo;balanceamento;estilo;sequencia
1;3;42.3500;34.0000;1.6667;0.0000;5.1000;1.5833;7 23 38
100;6;50.1617;34.0000;2.9000;0.8950;10.2000;2.1667;1 7 19 26 28 36
101;3;45.1000;34.0000;3.3333;0.0000;5.1000;2.6667;7 19 36
102;4;43.6142;34.0000;1.0000;0.5767;5.1000;2.9375;7 19 26 33
106;4;43.3708;34.0000;1.3333;0.0000;5.1000;2.9375;13 19 26 33
107;4;44.5883;34.0000;2.5000;0.3633;5.1000;2.6250;7 19 26 34
110;3;43.0167;34.0000;1.1667;0.0000;5.1000;2.7500;14 21 28
111;7;50.2350;34.0000;2.3333;0.9517;10.2000;2.7500;7 11 19 26 28 33 36
112;3;43.5167;34.0000;1.5000;0.0000;5.1000;2.9167;4 26 30
113;4;41.8083;34.0000;0.8333;0.0000;5.1000;1.8750;11 19 26 28
114;3;43.7667;34.0000;3.3333;0.0000;5.1000;1.3333;7 22 38
117;5;44.0500;34.0000;0.7500;0.0000;6.8000;2.5000;7 11 19 26 30
118;4;43.5583;34.0000;2.3333;0.0000;5.1000;2.1250;11 19 26 28
120;8;60.2143;34.0000;1.9643;9.0250;13.6000;1.6250;1 7 11 19 23 26 28 36
121;4;41.6417;34.0000;0.6667;0.0000;5.1000;1.8750;13 24 26 30
123;4;42.2875;34.0000;1.0000;0.0000;5.1000;2.1875;8 19 26 30
124;4;42.8500;34.0000;2.0000;0.0000;5.1000;1.7500;11 19 26 28
125;8;60.6071;34.0000;1.8571;9.0250;13.6000;2.1250;1 7 11 19 23 26 28 36
126;6;52.3783;34.0000;4.2000;0.8950;10.2000;3.0833;1 7 19 26 28 36
127;4;43.2142;34.0000;1.3333;0.4683;5.1000;2.3125;11 22 26 33
130;4;45.7808;34.0000;2.6667;0.5767;5.1000;3.4375;7 19 26 33
15;4;43.7667;34.0000;1.6667;0.0000;5.1000;3.0000;11 19 26 28
18;8;61.4821;34.0000;1.8571;9.0250;13.6000;3.0000;1 7 11 19 23 26 28 36
19;4;43.4750;34.0000;1.5000;0.0000;5.1000;2.8750;11 19 26 28
2;3;41.5167;34.0000;0.6667;0.0000;5.1000;1.7500;13 22 30
21;4;43.4125;34.0000;1.0000;0.0000;5.1000;3.3125;9 19 26 37
23;6;49.7617;34.0000;2.0000;0.8950;10.2000;2.6667;1 7 19 26 28 36
24;5;45.7500;34.0000;1.7500;0.0000;6.8000;3.2000;7 11 21 26 36
27;1;41.1500;38.0000;0.0000;0.0000;1.9000;1.2500;22
28;4;42.8917;34.0000;1.1667;0.0000;5.1000;2.6250;14 24 26 28
29;4;42.4542;34.0000;0.6667;0.0000;5.1000;2.6875;10 20 26 36
3;7;52.1929;34.0000;2.6667;0.4833;11.9000;3.1429;1 7 11 19 23 26 28
31;7;49.8495;34.0000;2.6667;0.8400;10.2000;2.1429;7 11 19 23 26 28 36
32;4;43.9125;34.0000;2.0000;0.0000;5.1000;2.8125;13 19 26 30
33;7;49.0088;34.0000;1.5000;0.9517;10.2000;2.3571;7 11 19 26 28 33 36
34;4;43.0583;34.0000;2.3333;0.0000;5.1000;1.6250;11 19 26 28
35;3;41.0167;34.0000;0.5000;0.0000;5.1000;1.4167;14 24 32
36;4;42.7292;34.0000;1.0000;0.6917;5.1000;1.9375;7 19 26 38
37;4;44.3183;34.0000;1.5000;0.9683;5.1000;2.7500;15 19 26 28
41;4;42.1000;34.0000;1.0000;0.0000;5.1000;2.0000;9 23 26 36
42;7;51.2479;34.0000;4.1667;0.7383;10.2000;2.1429;7 11 19 26 28 34 36
45;4;42.0167;34.0000;0.6667;0.0000;5.1000;2.2500;8 22 26 38
46;3;44.0167;34.0000;3.6667;0.0000;5.1000;1.2500;7 25 32
48;7;50.2717;34.0000;2.3333;0.7383;10.2000;3.0000;7 11 19 26 28 34 36
49;2;41.3500;34.0000;0.0000;0.0000;5.1000;2.2500;3 37
5;5;45.0217;34.0000;1.5000;0.0717;6.8000;2.6500;11 20 26 28 32
53;7;51.7543;34.0000;4.0000;0.8400;10.2000;2.7143;7 11 19 23 26 28 36
54;8;60.2768;34.0000;1.2143;9.0250;13.6000;2.4375;1 7 11 19 23 26 28 36
56;8;61.2196;34.0000;2.0000;8.9633;13.6000;2.6562;1 7 11 19 26 28 36 37
57;4;46.2558;34.0000;3.3333;0.8850;5.1000;2.9375;12 19 26 28
58;7;49.0519;34.0000;1.8333;0.8400;10.2000;2.1786;7 11 19 23 26 28 36
59;4;41.9183;34.0000;0.3333;0.1100;5.1000;2.3750;16 19 26 30
6;4;43.5792;34.0000;1.6667;0.0000;5.1000;2.8125;11 23 26 32
61;4;44.1975;34.0000;1.3333;0.5767;5.1000;3.1875;7 19 26 33
62;4;43.3083;34.0000;1.3333;0.0000;5.1000;2.8750;11 19 26 28
63;4;41.4333;34.0000;0.3333;0.0000;5.1000;2.0000;11 19 26 30
65;6;49.8117;34.0000;1.8000;0.8950;10.2000;2.9167;1 7 19 26 28 36
67;4;42.6392;34.0000;0.5000;0.6017;5.1000;2.4375;11 22 26 32
68;3;41.5167;34.0000;0.1667;0.0000;5.1000;2.2500;14 19 33
7;4;44.8500;34.0000;3.0000;0.0000;5.1000;2.7500;7 23 26 28
71;3;44.7933;34.0000;2.5000;0.1100;5.1000;3.0833;7 21 28
72;7;50.8495;34.0000;2.6667;0.8400;10.2000;3.1429;7 11 19 23 26 28 36
74;5;44.7217;34.0000;1.0000;0.0717;6.8000;2.8500;11 20 26 28 32
76;4;44.1042;34.0000;1.0000;0.6917;5.1000;3.3125;7 19 26 38
77;4;45.9833;34.0000;2.6667;1.7167;5.1000;2.5000;11 19 26 36
79;4;41.8500;34.0000;0.5000;0.0000;5.1000;2.2500;13 22 26 32
80;4;43.3292;34.0000;1.1667;0.0000;5.1000;3.0625;7 19 26 36
81;4;41.6208;34.0000;0.3333;0.0000;5.1000;2.1875;11 23 26 33
82;3;41.3500;34.0000;0.3333;0.0000;5.1000;1.9167;11 21 30
83;9;62.8694;34.0000;3.8750;7.3333;15.3000;2.3611;1 7 11 19 23 26 28 34 36
84;7;49.7662;34.0000;1.8333;0.8400;10.2000;2.8929;7 11 19 23 26 28 36
85;10;59.7767;34.0000;1.3333;5.7933;17.0000;1.6500;1 7 11 19 26 28 33 34 36 37
88;4;46.3583;34.0000;2.6667;1.7167;5.1000;2.8750;11 19 26 36
89;7;50.0021;34.0000;2.1667;0.7783;10.2000;2.8571;7 11 19 26 28 36 37
90;4;44.1833;34.0000;1.8333;0.0000;5.1000;3.2500;11 19 26 28
91;4;43.6042;34.0000;2.0000;0.6917;5.1000;1.8125;7 19 26 38
92;8;62.1875;34.0000;2.5000;9.0250;13.6000;3.0625;1 7 11 19 23 26 28 36
95;4;42.3600;34.0000;0.6667;0.0933;5.1000;2.5000;15 19 26 30
96;7;52.3971;34.0000;4.0000;0.8400;10.2000;3.3571;7 11 19 23 26 28 36
97;9;60.1481;34.0000;0.9375;7.2717;15.3000;2.6389;1 7 11 19 26 28 34 36 37
99;3;43.5167;34.0000;2.3333;0.0000;5.1000;2.0833;7 19 36
