id_aluno;num_materiais;fitness_total;cobertura;dificuldade;tempo;balanceamento;estilo;sequencia
1;4;41.7042;34.0000;0.6667;0.0000;5.1000;1.9375;8 19 26 30
100;7;49.8852;34.0000;2.6667;0.8400;10.2000;2.1786;7 11 19 23 26 28 36
101;5;45.9767;34.0000;2.5000;0.1267;6.8000;2.5500;11 19 23 26 36
102;4;43.6042;34.0000;1.0000;0.6917;5.1000;2.8125;7 19 26 38
106;4;43.0375;34.0000;1.0000;0.0000;5.1000;2.9375;13 19 26 30
107;4;44.2808;34.0000;2.1667;0.5767;5.1000;2.4375;7 19 26 33
110;3;42.4333;34.0000;0.5000;0.0000;5.1000;2.8333;1 26 33
111;6;50.3783;34.0000;2.4500;0.8950;10.2000;2.8333;1 7 19 26 28 36
112;3;42.8500;34.0000;1.6667;0.0000;5.1000;2.0833;13 22 30
113;4;41.8083;34.0000;0.8333;0.0000;5.1000;1.8750;11 19 26 28
114;4;44.3775;34.0000;2.6667;0.4233;5.1000;2.1875;11 23 26 30
117;4;43.6975;34.0000;1.3333;0.5767;5.1000;2.6875;7 19 26 33
118;4;43.5583;34.0000;2.3333;0.0000;5.1000;2.1250;11 19 26 28
120;8;60.2143;34.0000;1.9643;9.0250;13.6000;1.6250;1 7 11 19 23 26 28 36
121;4;41.6417;34.0000;0.6667;0.0000;5.1000;1.8750;13 24 26 30
123;4;42.3725;34.0000;0.6667;0.2933;5.1000;2.3125;10 19 26 30
124;4;42.8500;34.0000;2.0000;0.0000;5.1000;1.7500;11 19 26 28
125;8;60.6071;34.0000;1.8571;9.0250;13.6000;2.1250;1 7 11 19 23 26 28 36
126;7;52.1114;34.0000;4.0000;0.8400;10.2000;3.0714;7 11 19 23 26 28 36
127;4;43.5167;34.0000;1.6667;0.0000;5.1000;2.7500;7 21 26 30
130;4;45.0908;34.0000;2.0000;0.6783;5.1000;3.3125;13 19 26 28
15;4;43.7667;34.0000;1.6667;0.0000;5.1000;3.0000;11 19 26 28
18;8;61.4821;34.0000;1.8571;9.0250;13.6000;3.0000;1 7 11 19 23 26 28 36
19;4;44.0908;34.0000;1.5000;0.6783;5.1000;2.8125;13 19 26 28
2;4;41.5167;34.0000;0.6667;0.0000;5.1000;1.7500;13 21 26 30
21;4;42.9542;34.0000;0.6667;0.0000;5.1000;3.1875;7 17 26 31
23;7;49.6471;34.0000;2.0000;0.8400;10.2000;2.6071;7 11 19 23 26 28 36
24;5;45.7267;34.0000;1.5000;0.1267;6.8000;3.3000;11 19 23 26 36
27;3;41.7667;34.0000;1.0000;0.0000;5.1000;1.6667;6 18 38
28;4;42.1000;34.0000;0.5000;0.0000;5.1000;2.5000;11 19 26 38
29;4;42.5792;34.0000;0.6667;0.0000;5.1000;2.8125;12 17 26 28
3;7;51.1471;34.0000;3.0000;0.8400;10.2000;3.1071;7 11 19 23 26 28 36
31;7;49.8495;34.0000;2.6667;0.8400;10.2000;2.1429;7 11 19 23 26 28 36
32;4;44.9125;34.0000;3.0000;0.0000;5.1000;2.8125;11 23 26 38
33;7;49.8286;34.0000;1.8333;1.3667;10.2000;2.4286;7 19 26 28 34 36 37
34;4;43.8225;34.0000;2.3333;0.5767;5.1000;1.8125;7 19 26 33
35;3;41.1833;34.0000;0.5000;0.0000;5.1000;1.5833;8 24 37
36;4;43.0942;34.0000;1.0000;0.8067;5.1000;2.1875;8 19 26 28
37;4;43.6000;34.0000;1.5000;0.0000;5.1000;3.0000;7 22 26 28
41;4;41.8850;34.0000;1.0000;0.0350;5.1000;1.7500;8 24 26 36
42;7;51.1829;34.0000;4.0000;0.8400;10.2000;2.1429;7 11 19 23 26 28 36
45;3;41.6833;34.0000;0.6667;0.0000;5.1000;1.9167;14 21 32
46;4;44.0167;34.0000;2.6667;0.0000;5.1000;2.2500;13 22 26 36
48;7;50.2717;34.0000;2.3333;0.7383;10.2000;3.0000;7 11 19 26 28 34 36
49;3;41.6000;34.0000;0.6667;0.0000;5.1000;1.8333;13 22 32
5;4;44.2325;34.0000;1.6667;0.4033;5.1000;3.0625;7 19 26 37
53;7;51.7543;34.0000;4.0000;0.8400;10.2000;2.7143;7 11 19 23 26 28 36
54;8;60.2768;34.0000;1.2143;9.0250;13.6000;2.4375;1 7 11 19 23 26 28 36
56;8;61.2196;34.0000;2.0000;8.9633;13.6000;2.6562;1 7 11 19 26 28 36 37
57;4;45.7667;34.0000;3.6667;0.0000;5.1000;3.0000;11 19 26 28
58;7;49.0519;34.0000;1.8333;0.8400;10.2000;2.1786;7 11 19 23 26 28 36
59;4;42.1417;34.0000;0.6667;0.0000;5.1000;2.3750;16 19 26 33
6;4;43.7642;34.0000;1.6667;0.1850;5.1000;2.8125;16 22 26 36
61;4;44.2875;34.0000;2.0000;0.0000;5.1000;3.1875;7 19 26 36
62;4;44.0375;34.0000;2.0000;0.0000;5.1000;2.9375;7 19 26 36
63;3;41.2667;34.0000;0.3333;0.0000;5.1000;1.8333;11 19 38
65;7;49.6226;34.0000;1.5000;0.9583;10.2000;2.9643;7 11 19 20 26 28 36
67;4;42.8700;34.0000;1.1667;0.1033;5.1000;2.5000;13 21 26 36
68;3;40.9333;34.0000;0.5000;0.0000;5.1000;1.3333;14 22 32
7;4;44.6975;34.0000;2.3333;0.5767;5.1000;2.6875;7 19 26 33
71;5;46.0400;34.0000;2.3750;0.0650;6.8000;2.8000;11 19 26 36 37
72;7;50.8495;34.0000;2.6667;0.8400;10.2000;3.1429;7 11 19 23 26 28 36
74;4;44.0242;34.0000;1.3333;0.4033;5.1000;3.1875;7 19 26 37
76;4;44.0792;34.0000;1.6667;0.0000;5.1000;3.3125;7 19 26 36
77;4;45.6208;34.0000;3.3333;0.0000;5.1000;3.1875;7 19 26 36
79;4;41.7875;34.0000;0.5000;0.0000;5.1000;2.1875;11 22 26 32
80;4;43.3292;34.0000;1.1667;0.0000;5.1000;3.0625;7 19 26 36
81;4;41.6208;34.0000;0.3333;0.0000;5.1000;2.1875;11 23 26 33
82;4;41.4333;34.0000;0.3333;0.0000;5.1000;2.0000;8 21 26 30
83;9;62.8694;34.0000;3.8750;7.3333;15.3000;2.3611;1 7 11 19 23 26 28 34 36
84;7;49.7662;34.0000;1.8333;0.8400;10.2000;2.8929;7 11 19 23 26 28 36
85;10;59.7767;34.0000;1.3333;5.7933;17.0000;1.6500;1 7 11 19 26 28 33 34 36 37
88;4;46.3583;34.0000;2.6667;1.7167;5.1000;2.8750;11 19 26 36
89;7;50.0021;34.0000;2.1667;0.7783;10.2000;2.8571;7 11 19 26 28 36 37
90;3;44.0167;34.0000;2.5000;0.0000;5.1000;2.4167;7 24 28
91;4;43.9875;34.0000;1.2500;0.0000;6.8000;1.9375;7 11 19 30
92;8;62.1875;34.0000;2.5000;9.0250;13.6000;3.0625;1 7 11 19 23 26 28 36
95;4;42.6417;34.0000;0.6667;0.0000;5.1000;2.8750;7 21 26 30
96;7;52.3971;34.0000;4.0000;0.8400;10.2000;3.3571;7 11 19 23 26 28 36
97;9;60.1481;34.0000;0.9375;7.2717;15.3000;2.6389;1 7 11 19 26 28 34 36 37
99;3;43.5167;34.0000;2.3333;0.0000;5.1000;2.0833;7 19 36
